Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,Title,Author,Year,Link,Combined,Annotations,text,categories_1,categories_2,categories_3
143,murphy_0143,Botany,,,,,,generic term for fine wools of highest quality; specifically australian merino wools.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Botany: generic term for fine wools of highest quality; specifically australian merino wools.,textile fibres,Botany: generic term for fine wools of highest quality; specifically australian merino wools.,textile fibres,,
144,murphy_0144,Bottom-Board,,,,,,"the flat board at the base ot"" a jacquard; in some looms it is used as a rest for the heads of the hooks, and in others it merely acts as a guide to the heald cords.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bottom-Board: the flat board at the base of a jacquard; in some looms it is used as a rest for the heads of the hooks, and in others it merely acts as a guide to the heald cords.",textile machinery,"Bottom-Board: the flat board at the base of a jacquard; in some looms it is used as a rest for the heads of the hooks, and in others it merely acts as a guide to the heald cords.",textile machinery,,
145,murphy_0145,Bowking,,,,,,"an operation in the bleaching process, the object of which is to free the goods from impurities by boiling them in lime ; in some districts, ""bucking"".","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bowking: an operation in the bleaching process, the object of which is to free the goods from impurities by boiling them in lime ; in some districts, ""bucking"".",manufacturing processes,"Bowking: an operation in the bleaching process, the object of which is to free the goods from impurities by boiling them in lime ; in some districts, ""bucking"".",manufacturing processes,,
146,murphy_0146,Bowls And Stocks,,,,,,"a warp-shedding appliance, consisting of small rollers supported on levers, by which the power of the loom treadles is largely multiplied.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bowls And Stocks: a warp-shedding appliance, consisting of small rollers supported on levers, by which the power of the loom treadles is largely multiplied.",textile machinery,"Bowls And Stocks: a warp-shedding appliance, consisting of small rollers supported on levers, by which the power of the loom treadles is largely multiplied.",textile machinery,,
147,murphy_0147,Bowstring Hemp,,,,,,"a strong fibre for cordage, taken from the inner bark of the sanseviera zeylanica, a native of the east indies.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Bowstring Hemp: a strong fibre for cordage, taken from the inner bark of the sanseviera zeylanica, a native of the east indies.",textile fibres,"Bowstring Hemp: a strong fibre for cordage, taken from the inner bark of the sanseviera zeylanica, a native of the east indies.",textile fibres,,
148,murphy_0148,Box Of Tricks,,,,,,"factory slang term for the differential gearing in the bobbin and fly frames, which, acting on the bobbin drive, changes the speed ratios of the bobbins and the front rollers.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Box Of Tricks: factory slang term for the differential gearing in the bobbin and fly frames, which, acting on the bobbin drive, changes the speed ratios of the bobbins and the front rollers.",textile machinery,"Box Of Tricks: factory slang term for the differential gearing in the bobbin and fly frames, which, acting on the bobbin drive, changes the speed ratios of the bobbins and the front rollers.",textile machinery,,
149,murphy_0149,Braiding,,,,,,plaiting narrow braids or bindings.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Braiding: plaiting narrow braids or bindings.,textile patterns,Braiding: plaiting narrow braids or bindings.,weaves,,
150,murphy_0150,Bramwell'S Feed,,,,,,a combination of hopper and spiked apron by which fibres are fed into preparing machines.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bramwell's Feed: a combination of hopper and spiked apron by which fibres are fed into preparing machines.,textile machinery,Bramwell's Feed: a combination of hopper and spiked apron by which fibres are fed into preparing machines.,textile machinery,,
151,murphy_0151,Bran,,,,,,the material obtained from the wheat in the process of milling; grain husks.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Bran: the material obtained from the wheat in the process of milling; grain husks.,dyes,Bran: the material obtained from the wheat in the process of milling; grain husks.,textile waste materials,,
152,murphy_0152,Branning,,,,,,preparing the fabric for dyeing by steeping in sour bran water; fixing the colours on the warp of tapestry carpets by steaming in bran.,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,Branning: preparing the fabric for dyeing by steeping in sour bran water; fixing the colours on the warp of tapestry carpets by steaming in bran.,manufacturing processes,Branning: preparing the fabric for dyeing by steeping in sour bran water; fixing the colours on the warp of tapestry carpets by steaming in bran.,manufacturing processes,,
153,murphy_0153,Brazilwood,,,,,,"a fine orange dye, obtained from the wood of the ccesalpinia echinata, grown in brazil.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Brazilwood: a fine orange dye, obtained from the wood of the ccesalpinia echinata, grown in brazil.",dyes,"Brazilwood: a fine orange dye, obtained from the wood of the ccesalpinia echinata, grown in brazil.",dyes,,
154,murphy_0154,Break,,,,,,"or brake, an appliance for aiding in the stoppage of a machine, spinning-frame, or loom.","The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",William S. Murphy,1911,https://archive.org/details/textileindustrie08murp,"Break: or brake, an appliance for aiding in the stoppage of a machine, spinning-frame, or loom.",textile machinery,"Break: or brake, an appliance for aiding in the stoppage of a machine, spinning-frame, or loom.",textile machinery,,
