Index,UID,Term,alias_1,alias_2,alias_3,alias_4,alias_5,Definition,categories_1,categories_2,categories_3,Author,Title,Year,Link
529,murphy_0529,harl,,,,,,flax filaments.,textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
530,murphy_0530,ham,,,,,,cloth woven with yarns made of flax hards; harden; burden.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
531,murphy_0531,harness,,,,,,shedding appliances on the loom ; mountings.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
532,murphy_0532,hasp,,,,,,"a spindle upon which yarns are wound; an obsolete measure of linens, commonly considered to be 3600 yards.",textile machinery,textile industry unit of measurement,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
533,murphy_0533,hawser-laid,,,,,,make of a rope with three strands composed of three yarns each.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
534,murphy_0534,head,,,,,,"bundle of flax or hemp, 2 feet in length, and giving about 18 to 1 cwt.; a measure in the ""cuts"" system of counts, containing 1920 yards, or 8 cuts of 240 yards each ; the fifth quality of wool in the woollen sorting system ; a division of a drawing frame.",textile industry unit of measurement,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
535,murphy_0535,headstock,,,,,,the driving and controlling machine of the mule sjiinning frame.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
536,murphy_0536,healds,,,,,,cords with rings or loops through which warp ends are threaded for shedding purposes.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
537,murphy_0537,heald shafts,,,,,,"horizontal laths upon which healds are knitted, the shafts being connected with the shedding appliances for lifting or depressing the warp threads.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
538,murphy_0538,heck-box,,,,,,"a leasing appliance placed between the warping mill and the bobbin bank, consisting of steel pins with eyes set in the top and bottom bars, so that the warp threads passed through the eyes can be halved by the separation of the bars.",textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
539,murphy_0539,heddles,,,,,,"heald shafts. heddling, drawing the warp threads through the eyes of the healds.",textile machinery,textile manufacturing process,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
540,murphy_0540,heel rack,,,,,,the perforated board which supports the ends of the jacquard needles.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
541,murphy_0541,heer,,,,,,"a linen yarn measure containing two cuts or leas, or 600 yards.",textile industry unit of measurement,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
542,murphy_0542,hemp,,,,,,"a class of fibres little inferior to flax, obtained from a variety of plants, the chief of which are: cannabis sativa, crotalaria juncea, musa textilis, &c.",textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
543,murphy_0543,herring-bone,,,,,,the halfdiamond pattern obtained by reversing the draft of a twill ; pointed twill.,textile weave,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
544,murphy_0544,hesp,,,,,,"a measure of yarns containing two hanks in the aberdeen table, or the half of a spyndle.",textile industry unit of measurement,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
545,murphy_0545,hessian,,,,,,canvas made of jute or hemp.,textile fabric,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
546,murphy_0546,hibiscus,,,,,,"the tribe of malvaceffi from which a number of hemps are derived.  h. cannabinus, grown in india, is the most important.",textile fibre,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
547,murphy_0547,hide picker,,,,,,a loom picker made of prepared buffalo hide.,textile machinery,,,William S. Murphy,"The textile industries : a practical guide to fibres, yarns & fabrics in every branch of textile manufacture, including preparation of fibres, spinning, doubling, designing, weaving, bleaching, printing, dyeing and finishing vol. 8",1911,https://archive.org/details/textileindustrie08murp
